1	2	1
1	3	1
2	3	1
1	4	1
2	4	1
3	4	1
1	5	1
1	6	1
1	7	1
5	7	1
6	7	1
1	8	1
2	8	1
3	8	1
4	8	1
1	9	1
3	9	1
3	10	1
1	11	1
5	11	1
6	11	1
1	12	1
1	13	1
4	13	1
1	14	1
2	14	1
3	14	1
4	14	1
6	17	1
7	17	1
1	18	1
2	18	1
1	20	1
2	20	1
1	22	1
2	22	1
24	26	1
25	26	1
3	28	1
24	28	1
25	28	1
3	29	1
24	30	1
27	30	1
2	31	1
9	31	1
1	32	1
25	32	1
26	32	1
29	32	1
3	33	1
9	33	1
15	33	1
16	33	1
19	33	1
21	33	1
23	33	1
24	33	1
30	33	1
31	33	1
32	33	1
9	34	1
10	34	1
14	34	1
15	34	1
16	34	1
19	34	1
20	34	1
21	34	1
23	34	1
24	34	1
27	34	1
28	34	1
29	34	1
30	34	1
31	34	1
32	34	1
33	34	1
1	2	2
1	17	2
1	33	2
1	21	2
1	16	2
2	8	2
2	28	2
2	24	2
2	11	2
3	4	2
3	13	2
3	14	2
3	5	2
4	8	2
4	21	2
5	19	2
5	21	2
6	4	2
6	15	2
6	10	2
7	34	2
7	9	2
9	19	2
9	21	2
10	32	2
10	30	2
10	27	2
13	5	2
14	29	2
14	32	2
14	12	2
16	18	2
16	23	2
16	11	2
18	12	2
18	34	2
19	24	2
19	3	2
20	33	2
20	27	2
20	17	2
21	19	2
21	16	2
22	18	2
22	8	2
23	21	2
23	19	2
23	10	2
24	12	2
24	3	2
24	34	2
25	9	2
25	34	2
25	22	2
26	13	2
26	17	2
28	10	2
29	32	2
29	28	2
30	33	2
31	33	2
31	24	2
31	26	2
32	12	2
33	6	2
33	11	2
34	32	2
