7	1	1
3	2	1
4	2	1
7	2	1
10	2	1
12	2	1
13	2	1
14	2	1
16	2	1
18	2	1
22	2	1
24	2	1
27	2	1
28	2	1
31	2	1
33	2	1
35	2	1
37	2	1
38	2	1
39	2	1
42	2	1
43	2	1
44	2	1
2	3	1
2	4	1
7	4	1
10	4	1
14	4	1
16	4	1
18	4	1
22	4	1
28	4	1
31	4	1
33	4	1
43	4	1
44	4	1
7	5	1
31	6	1
1	7	1
2	7	1
4	7	1
5	7	1
10	7	1
11	7	1
14	7	1
16	7	1
17	7	1
18	7	1
20	7	1
22	7	1
24	7	1
25	7	1
26	7	1
27	7	1
28	7	1
31	7	1
33	7	1
37	7	1
38	7	1
39	7	1
42	7	1
43	7	1
44	7	1
20	8	1
31	9	1
33	9	1
2	10	1
4	10	1
7	10	1
18	10	1
31	10	1
33	10	1
38	10	1
39	10	1
42	10	1
7	11	1
16	11	1
2	12	1
2	13	1
2	14	1
4	14	1
7	14	1
18	14	1
22	14	1
24	14	1
26	14	1
31	14	1
33	14	1
44	14	1
31	15	1
2	16	1
4	16	1
7	16	1
11	16	1
18	16	1
19	16	1
24	16	1
26	16	1
27	16	1
31	16	1
33	16	1
35	16	1
38	16	1
39	16	1
43	16	1
44	16	1
7	17	1
2	18	1
4	18	1
7	18	1
10	18	1
14	18	1
16	18	1
21	18	1
22	18	1
24	18	1
26	18	1
27	18	1
28	18	1
30	18	1
31	18	1
32	18	1
33	18	1
37	18	1
38	18	1
39	18	1
42	18	1
43	18	1
16	19	1
25	19	1
31	19	1
43	19	1
7	20	1
8	20	1
21	20	1
31	20	1
32	20	1
33	20	1
40	20	1
18	21	1
20	21	1
31	21	1
2	22	1
4	22	1
7	22	1
14	22	1
18	22	1
31	22	1
33	22	1
41	22	1
2	24	1
7	24	1
14	24	1
16	24	1
18	24	1
27	24	1
28	24	1
31	24	1
33	24	1
37	24	1
43	24	1
7	25	1
19	25	1
7	26	1
14	26	1
16	26	1
18	26	1
33	26	1
39	26	1
2	27	1
7	27	1
16	27	1
18	27	1
24	27	1
28	27	1
31	27	1
43	27	1
2	28	1
4	28	1
7	28	1
18	28	1
24	28	1
27	28	1
31	28	1
33	28	1
38	28	1
42	28	1
43	28	1
31	29	1
32	29	1
18	30	1
2	31	1
4	31	1
6	31	1
7	31	1
9	31	1
10	31	1
14	31	1
15	31	1
16	31	1
18	31	1
19	31	1
20	31	1
21	31	1
22	31	1
24	31	1
27	31	1
28	31	1
29	31	1
32	31	1
33	31	1
35	31	1
37	31	1
38	31	1
39	31	1
40	31	1
42	31	1
43	31	1
18	32	1
20	32	1
29	32	1
31	32	1
33	32	1
44	32	1
2	33	1
4	33	1
7	33	1
9	33	1
10	33	1
14	33	1
16	33	1
18	33	1
20	33	1
22	33	1
24	33	1
26	33	1
28	33	1
31	33	1
32	33	1
38	33	1
39	33	1
42	33	1
43	33	1
44	33	1
2	35	1
16	35	1
31	35	1
2	37	1
7	37	1
18	37	1
24	37	1
31	37	1
38	37	1
42	37	1
43	37	1
2	38	1
7	38	1
10	38	1
16	38	1
18	38	1
28	38	1
31	38	1
33	38	1
37	38	1
2	39	1
7	39	1
10	39	1
16	39	1
18	39	1
26	39	1
31	39	1
33	39	1
42	39	1
20	40	1
31	40	1
22	41	1
2	42	1
7	42	1
10	42	1
18	42	1
28	42	1
31	42	1
33	42	1
37	42	1
39	42	1
43	42	1
2	43	1
4	43	1
7	43	1
16	43	1
18	43	1
19	43	1
24	43	1
27	43	1
28	43	1
31	43	1
33	43	1
37	43	1
42	43	1
2	44	1
4	44	1
7	44	1
14	44	1
16	44	1
